item_id,is_eligible_search,is_eligible_checkout,gtin,mpn,identifier_exists,title,description,url,brand,condition,product_category,material,dimensions,length,width,height,dimensions_unit,weight,item_weight_unit,age_group,image_url,additional_image_urls,video_url,model_3d_url,price,sale_price,sale_price_start_date,sale_price_end_date,unit_pricing_measure,pricing_trend,availability,availability_date,expiration_date,pickup_method,pickup_sla,group_id,listing_has_variations,variant_dict,item_group_title,color,size,size_system,gender,offer_id,custom_variant1_category,custom_variant1_option,custom_variant2_category,custom_variant2_option,custom_variant3_category,custom_variant3_option,shipping,is_digital,seller_name,marketplace_seller,seller_url,seller_privacy_policy,seller_tos,accepts_returns,return_deadline_in_days,accepts_exchanges,return_policy,popularity_score,return_rate,warning,age_restriction,review_count,star_rating,store_review_count,store_star_rating,q_and_a,reviews,related_product_id,relationship_type,target_countries,store_country,geo_price,geo_availability
,,,,,,Guimauve racine coupée bio - Racine de Guimauve - 1 Petit Sachet plante 50g,Pour le confort du système respiratoire.,https://calebasse.com/produits/racine-de-guimauve-4481?product=6164,,,,,,,,,,,,,,,,,7.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Guimauve racine coupée bio - Racine de Guimauve - 1 Grand Sachet plante 200g,Pour le confort du système respiratoire.,https://calebasse.com/produits/racine-de-guimauve-4481?product=6165,,,,,,,,,,,,,,,,,18.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Formule Sucre - Wu wei jiang tang tang - 1 flacon de 100 gélules -  50g,Pour équilibrer la glycémie.,https://calebasse.com/produits/wu-wei-jiang-tang-tang-formule-sucre-4406?product=5991,,,,,,,,,,,,,,,,,38.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Livre - S'arrêter de fumer avec 1 séance d'Acupuncture - 1 livre,de Yves Réquéna   ,https://calebasse.com/produits/livre-sarreter-de-fumer-avec-1-seance-dacupuncture-4808?product=7032,,,,,,,,,,,,,,,,,22.31 EUR,,,,,,OUT_OF_STOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Fruits d’Aubépine - Shan zha - 1 Petit Sachet plante 100g,Pour préserver la santé cardiovasculaire.,https://calebasse.com/produits/shan-zha-fruits-daubepine-3912?product=4670,,,,,,,,,,,,,,,,,11.8 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Fruits d’Aubépine - Shan zha - 1 Grand Sachet plante 300g,Pour préserver la santé cardiovasculaire.,https://calebasse.com/produits/shan-zha-fruits-daubepine-3912?product=4672,,,,,,,,,,,,,,,,,29.2 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Fruits d’Aubépine - Shan zha - 1 flacon de poudre concentrée - 100g,Pour préserver la santé cardiovasculaire.,https://calebasse.com/produits/shan-zha-fruits-daubepine-3912?product=4673,,,,,,,,,,,,,,,,,37.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Fruits d’Aubépine - Shan zha - 1 flacon de 100 gélules -  50g,Pour préserver la santé cardiovasculaire.,https://calebasse.com/produits/shan-zha-fruits-daubepine-3912?product=4674,,,,,,,,,,,,,,,,,26.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Hydne hérisson - Hou tou gu - 1 Petit Sachet plante 50g,"À la texture délicate et au goût subtil, l’Hydne hérisson est aujourd’hui reconnue pour sa richesse nutritionnelle et son soutien du confort digestif et de la clarté mentale.",https://calebasse.com/produits/hou-tou-gu-hydne-herisson-4381?product=6287,,,,,,,,,,,,,,,,,11.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Hydne hérisson - Hou tou gu - 2 Petits Sachets  plantes 50g,"À la texture délicate et au goût subtil, l’Hydne hérisson est aujourd’hui reconnue pour sa richesse nutritionnelle et son soutien du confort digestif et de la clarté mentale.",https://calebasse.com/produits/hou-tou-gu-hydne-herisson-4381?product=7439,,,,,,,,,,,,,,,,,23.8 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Livre : Alternatives pour gérer le stress, le burnout et la dépression - 1 livre",De Daniel Wuyts,https://calebasse.com/produits/livre-alternatives-pour-gerer-le-stress-le-burn-out-et-la-depression-5118?product=7388,,,,,,,,,,,,,,,,,56 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Livre - L’Esprit Originel des Quatre Sages - 1 livre,Traduction et notes d'Abel Gläser ,https://calebasse.com/produits/livre-lesprit-originel-des-quatre-sages-4831?product=7041,,,,,,,,,,,,,,,,,98 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Crâne sur colonne vertébrale cervicale - Tou gu ji zhu mo xing - 1 Pièce,Usage réservé aux professionnels uniquement.,https://calebasse.com/produits/tou-gu-ji-zhu-mo-xing-crane-sur-colonne-vertebrale-cervicale-5063?product=7288,,,,,,,,,,,,,,,,,89.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Framboisier fruit - framboise - Fu pen zi - 1 Petit Sachet plante 100g,"Framboises séchées, enrichies en nutriments, idéales pour la santé féminine.",https://calebasse.com/produits/fu-pen-zi-framboisier-fruit-framboise-5159?product=7441,,,,,,,,,,,,,,,,,9.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Tian ma gou teng wan - 1 flacon de 100 gélules -  50g,Pour calmer le Foie et le Vent.,https://calebasse.com/produits/tian-ma-gou-teng-wan-4160?product=5588,,,,,,,,,,,,,,,,,27.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Tian ma gou teng wan - 1 flacon de poudre concentrée - 100g,Pour calmer le Foie et le Vent.,https://calebasse.com/produits/tian-ma-gou-teng-wan-4160?product=5590,,,,,,,,,,,,,,,,,38.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Mannequin d'acupuncture cochon - Zhu Ti Zhen Jiu Mo Xing - 1 Pièce,Usage réservé aux professionnels uniquement.,https://calebasse.com/produits/zhu-ti-zhen-jiu-mo-xing-mannequin-dacupuncture-cochon-4917?product=7125,,,,,,,,,,,,,,,,,27.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Wu shi cha ke li - 1 flacon de 100 gélules -  50g,Pour dissiper le Vent.,https://calebasse.com/produits/wu-shi-cha-ke-li-4173?product=5648,,,,,,,,,,,,,,,,,28.9 EUR,,,,,,AVAILABLE_SOON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Mu gua wan - 1 flacon de 100 gélules -  50g,Pour aider à la mobilité des articulations.,https://calebasse.com/produits/mu-gua-wan-4107?product=5384,,,,,,,,,,,,,,,,,26.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Mu gua wan - 1 flacon de poudre concentrée - 100g,Pour aider à la mobilité des articulations.,https://calebasse.com/produits/mu-gua-wan-4107?product=5385,,,,,,,,,,,,,,,,,38.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Patchs auriculaires - Er Xue Tie - 1 Boîte Patchs auriculaires,Usage réservé aux professionnels uniquement.,https://calebasse.com/produits/er-xue-tie-patchs-auriculaires-4954?product=7162,,,,,,,,,,,,,,,,,3.1 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Xiao chai hu tang - 1 flacon de 100 gélules -  50g,Pour harmoniser le Shao yang.,https://calebasse.com/produits/xiao-chai-hu-tang-4183?product=5684,,,,,,,,,,,,,,,,,32.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Xiao chai hu tang - 1 flacon de poudre concentrée - 100g,Pour harmoniser le Shao yang.,https://calebasse.com/produits/xiao-chai-hu-tang-4183?product=5686,,,,,,,,,,,,,,,,,44.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Xiang sha zuo jin wan - 1 flacon de 100 gélules -  50g,,https://calebasse.com/produits/xiang-sha-zuo-jin-wan-4393?product=6339,,,,,,,,,,,,,,,,,28.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Xiang sha zuo jin wan - 1 flacon de poudre concentrée - 100g,,https://calebasse.com/produits/xiang-sha-zuo-jin-wan-4393?product=6342,,,,,,,,,,,,,,,,,39.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Germes de lotus - Lian zi xin - 1 Flacon plante 50g,Un rituel apaisant à adopter au quotidien.,https://calebasse.com/produits/lian-zi-xin-germes-de-lotus-3854?product=4440,,,,,,,,,,,,,,,,,8.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Germes de lotus - Lian zi xin - 3 Flacons plante de 50g,Un rituel apaisant à adopter au quotidien.,https://calebasse.com/produits/lian-zi-xin-germes-de-lotus-3854?product=4441,,,,,,,,,,,,,,,,,26.7 EUR,24.03 EUR,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Canneberge fruit sucré bio - 1 Petit Sachet plante 50g,Pour renforcer l’immunité et le confort digestif,https://calebasse.com/produits/canneberge-fruit-sucre-bio-5187?product=7496,,,,,,,,,,,,,,,,,5.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Canneberge fruit sucré bio - 1 Grand Sachet plante 200g,Pour renforcer l’immunité et le confort digestif,https://calebasse.com/produits/canneberge-fruit-sucre-bio-5187?product=7497,,,,,,,,,,,,,,,,,14.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Pian tou tong wan - 1 flacon de 100 gélules -  50g,Pour réguler le Yang du Foie.,https://calebasse.com/produits/pian-tou-tong-wan-4113?product=5407,,,,,,,,,,,,,,,,,28.9 EUR,,,,,,AVAILABLE_SOON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Pian tou tong wan - 1 flacon de poudre concentrée - 100g,Pour réguler le Yang du Foie.,https://calebasse.com/produits/pian-tou-tong-wan-4113?product=5410,,,,,,,,,,,,,,,,,39.9 EUR,,,,,,AVAILABLE_SOON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jin suo gu jing wan - 1 flacon de 100 gélules -  50g,Pour tonifier le Qi du Rein.,https://calebasse.com/produits/jin-suo-gu-jing-wan-4089?product=5312,,,,,,,,,,,,,,,,,27.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jin suo gu jing wan - 1 flacon de poudre concentrée - 100g,Pour tonifier le Qi du Rein.,https://calebasse.com/produits/jin-suo-gu-jing-wan-4089?product=5314,,,,,,,,,,,,,,,,,38.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Livre -  A la découverte de l'acupuncture des cinq éléments - 1 livre,De Franglen Nora et Burner Sylviane,https://calebasse.com/produits/a-la-decouverte-de-lacupuncture-des-cinq-elements-5115?product=7384,,,,,,,,,,,,,,,,,14.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Livre - Comprendre l'énergie en médecine chinoise: Les bases pour les débutants - 1 livre,de Caroline Daviau,https://calebasse.com/produits/livre-comprendre-lenergie-en-medecine-chinoise-les-bases-pour-les-debutants-5157?product=7442,,,,,,,,,,,,,,,,,11 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Plantain aquatique sauté au son de blé - Ze xie - 1 Petit Sachet plante 100g,Pour drainer les excès d'eau.,https://calebasse.com/produits/ze-xie-fu-chao-plantain-aquatique-saute-au-son-de-ble-3962?product=4864,,,,,,,,,,,,,,,,,10.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Plantain aquatique sauté au son de blé - Ze xie - 1 Grand Sachet plante 300g,Pour drainer les excès d'eau.,https://calebasse.com/produits/ze-xie-fu-chao-plantain-aquatique-saute-au-son-de-ble-3962?product=4866,,,,,,,,,,,,,,,,,29.5 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Plantain aquatique sauté au son de blé - Ze xie - 1 flacon de poudre concentrée - 100g,Pour drainer les excès d'eau.,https://calebasse.com/produits/ze-xie-fu-chao-plantain-aquatique-saute-au-son-de-ble-3962?product=4868,,,,,,,,,,,,,,,,,37.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Plantain aquatique sauté au son de blé - Ze xie - 1 flacon de 100 gélules -  50g,Pour drainer les excès d'eau.,https://calebasse.com/produits/ze-xie-fu-chao-plantain-aquatique-saute-au-son-de-ble-3962?product=4870,,,,,,,,,,,,,,,,,26.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Echinacée purpurea partie aérienne coupée bio - 1 Petit Sachet plante 60g,Pour stimuler les défenses naturelles et apaiser les voies respiratoires.,https://calebasse.com/produits/echinacee-4504?product=6148,,,,,,,,,,,,,,,,,7.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Echinacée purpurea partie aérienne coupée bio - 1 Grand Sachet plante 200g,Pour stimuler les défenses naturelles et apaiser les voies respiratoires.,https://calebasse.com/produits/echinacee-4504?product=6149,,,,,,,,,,,,,,,,,19.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Ginseng impérial - Dang shen - 1 Grand Sachet plante 300g,"Au goût doux avec une légère note miellée et aux vertus bienfaisantes, le Ginseng impérial renforce la vitalité, stimule les défenses naturelles et préserve l’équilibre des aînés.",https://calebasse.com/produits/dang-shen-ginseng-imperial-3784?product=4123,,,,,,,,,,,,,,,,,31.7 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Ginseng impérial - Dang shen - 1 Petit Sachet plante 100g,"Au goût doux avec une légère note miellée et aux vertus bienfaisantes, le Ginseng impérial renforce la vitalité, stimule les défenses naturelles et préserve l’équilibre des aînés.",https://calebasse.com/produits/dang-shen-ginseng-imperial-3784?product=4122,,,,,,,,,,,,,,,,,11.7 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Ginseng impérial - Dang shen - 1 flacon de poudre concentrée - 100g,"Au goût doux avec une légère note miellée et aux vertus bienfaisantes, le Ginseng impérial renforce la vitalité, stimule les défenses naturelles et préserve l’équilibre des aînés.",https://calebasse.com/produits/dang-shen-ginseng-imperial-3784?product=4124,,,,,,,,,,,,,,,,,37.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Ginseng impérial - Dang shen - 1 flacon de 100 gélules -  50g,"Au goût doux avec une légère note miellée et aux vertus bienfaisantes, le Ginseng impérial renforce la vitalité, stimule les défenses naturelles et préserve l’équilibre des aînés.",https://calebasse.com/produits/dang-shen-ginseng-imperial-3784?product=4125,,,,,,,,,,,,,,,,,26.9 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Tribule terrestre - Ci ji li - 1 Petit Sachet plante 100g,Pour stimuler la libido et favoriser la capacité sexuelle.,https://calebasse.com/produits/ci-ji-li-tribule-terrestre-3754?product=4077,,,,,,,,,,,,,,,,,10.8 EUR,,,,,,AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
