sku,nom,effets,icone1,icone4,utilisation,precaution,composition,codebarre,nomchinois,couleur,titre composition,brand,lot,form,id
CHJW,HUAI JIAO WAN,Circulation,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"Déconseillé aux personnes sous traitement contre l’hypertension, consultez votre médecin ou pharmacien.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.","Extrait : Sophora du Japon (Huai hua mi, S. japonicum) 750 mg, Racines de Sanguine (Di yu, S. officinalis) 450 mg, Scutellaire (Huang qin, S. baicalensis) 450 mg, Citron à trois feuilles préparé (Zhi qiao (fu chao), C. aurantium) 450 mg, Angélique chinoise (Dang gui, A. sinensis) 450 mg, Silère (Fang feng, S. divaricata) 450 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752237221/3665346305355_Huai_jiao_wan_2b5326ddd4.png,槐角丸,#62ABA5,COMPOSITION POUR 6 GÉLULES (3 g),long,105325A,Gélule,
CHJWCP,HUAI JIAO WAN,Circulation,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"Déconseillé aux personnes sous traitement contre l’hypertension, consultez votre médecin ou pharmacien.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.","Extrait : Sophora du Japon (Huai hua mi, S. japonicum) 1500 mg, Racines de Sanguine (Di yu, S. officinalis) 900 mg, Scutellaire (Huang qin, S. baicalensis) 900 mg, Citron à trois feuilles préparé (Zhi qiao (fu chao), C. aurantium) 900 mg, Angélique chinoise (Dang gui, A. sinensis) 900 mg, Silère (Fang feng, S. divaricata) 900 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752237221/3665346305331_Huai_jiao_wan_100cp_d046b5c8f9.png,槐角丸,#62ABA5,COMPOSITION POUR 6 GRAMMES,long,105325A,Poudre,
CHXZQW,HUO XIANG ZHENG QI WAN,Confort digestif,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"L'usage prolongé peut irriter l'estomac. Consultez votre médecin ou votre pharmacien en cas d’usage concomitant d’anticoagulants. Ne pas utiliser plus de 6 semaines sans avis médical.

Déconseillé en cas d’hypertension artérielle, de pathologies cardiaques ou rénales, d’insuffisance hépatique, et de tout trouble de l’équilibre hydro-électrolytique. Prendre conseil auprès d'un professionnel de la santé si vous suivez un traitement médicamenteux.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire réservé à l'adulte de plus de 18 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Patchouli (Guang huo xiang, P. cablin) 640 mg, Réglisse (miel) (Gan cao (zhi), G. uralensis) 420 mg, Rhizome d'Atractylode préparée (Bai zhu (chao), A. macrocephala) 350 mg, Peau de Mandarine (Chen pi, C. reticulata) 350 mg, Écorce de Magnolia (Hou po, M. officinalis) 350 mg, Racines de Platycodon (Jie geng, P. grandiflorus) 350 mg, Angélique dahurienne (Bai zhi, A. dahurica) 180 mg, Graines de Pérille (Zi su zi, P. frutescens) 180 mg, Poria (Fu ling, P. cocos) 180 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752237117/3665346305751_Huo_xiang_zheng_qi_wan_acfa80fa12.png,藿香正气丸,#85839D,COMPOSITION POUR 6 GÉLULES (3 g),court,105725A,Gélule,
CHXZQWCP,HUO XIANG ZHENG QI WAN,Confort digestif,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"L'usage prolongé peut irriter l'estomac. Consultez votre médecin ou votre pharmacien en cas d’usage concomitant d’anticoagulants. Ne pas utiliser plus de 6 semaines sans avis médical.

Déconseillé en cas d’hypertension artérielle, de pathologies cardiaques ou rénales, d’insuffisance hépatique, et de tout trouble de l’équilibre hydro-électrolytique. Prendre conseil auprès d'un professionnel de la santé si vous suivez un traitement médicamenteux.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire réservé à l'adulte de plus de 18 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Patchouli (Guang huo xiang, P. cablin) 1280 mg, Réglisse (miel) (Gan cao (zhi), G. uralensis) 840 mg, Rhizome d'Atractylode préparée (Bai zhu (chao), A. macrocephala) 700 mg, Peau de Mandarine (Chen pi, C. reticulata) 700 mg, Écorce de Magnolia (Hou po, M. officinalis) 700 mg, Racines de Platycodon (Jie geng, P. grandiflorus) 700 mg, Angélique dahurienne (Bai zhi, A. dahurica) 360 mg, Graines de Pérille (Zi su zi, P. frutescens) 360 mg, Poria (Fu ling, P. cocos) 360 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752237117/3665346305737_Huo_xiang_zheng_qi_wan_100cp_f9040adfdd.png,藿香正气丸,#85839D,COMPOSITION POUR 6 GRAMMES,court,105725A,Poudre,
CHXTMS,HUO XUE TONG MAI SAN,Circulation,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"Déconseillé aux personnes sous traitement antidiabétique, consultez votre médecin ou pharmacien.

Consultez votre médecin en cas de hypothyroïdie ou de traitement de la thyroïde.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Rhizome de Curcuma (E zhu, C. phaeocaulis) 430 mg, Racine de Notoginseng (San qi, P. notoginseng) 430 mg, Sauge rouge (Dan shen, S. miltiorrhiza) 430 mg, Racine de Figuier de Chine (Xuan shen, S. ningpoensis) 430 mg, Herbe de Lycope  (Ze lan, L. lucidus) 430 mg, Angélique chinoise (Dang gui, A. sinensis) 430 mg, Pêche graine (Tao ren, P. persica) 210 mg, Fleurs de Carthame (Hong hua, C. tinctorius) 210 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752237047/3665346305850_Huo_xue_tong_mai_san_68ebd5a1a0.png,活血通脉散,#62ABA5,COMPOSITION POUR 6 GÉLULES (3 g),long,105825A,Gélule,
CHXTMSCP,HUO XUE TONG MAI SAN,Circulation,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"Déconseillé aux personnes sous traitement antidiabétique, consultez votre médecin ou pharmacien.

Consultez votre médecin en cas de hypothyroïdie ou de traitement de la thyroïde.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Rhizome de Curcuma (E zhu, C. phaeocaulis) 860 mg, Racine de Notoginseng (San qi, P. notoginseng) 860 mg, Sauge rouge (Dan shen, S. miltiorrhiza) 860 mg, Racine de Figuier de Chine (Xuan shen, S. ningpoensis) 860 mg, Herbe de Lycope  (Ze lan, L. lucidus) 860 mg, Angélique chinoise (Dang gui, A. sinensis) 860 mg, Pêche graine (Tao ren, P. persica) 420 mg, Fleurs de Carthame (Hong hua, C. tinctorius) 420 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752237047/3665346305836_Huo_xue_tong_mai_san_100cp_d703312b08.png,活血通脉散,#62ABA5,COMPOSITION POUR 6 GRAMMES,long,105825A,Poudre,
CJWBHW,"<SPAN STYLE=""FONT-SIZE:0.9EM"">JIA WEI <BR/>BAO HE WAN</SPAN>",Confort digestif,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"Déconseillé aux personnes sous traitement contre l’hypertension, consultez votre médecin ou pharmacien.

Déconseillé aux personnes sous traitement anticoagulants, consultez votre médecin ou pharmacien.

Peut contenir des traces de gluten.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Rhizome d'Atractylode préparée (Bai zhu (chao), A. macrocephala) 430 mg, Poria (Fu ling, P. cocos) 430 mg, Peau de Mandarine (Chen pi, C. reticulata) 430 mg, Citron à trois feuilles préparé (Zhi qiao (fu chao), C. aurantium) 430 mg, Souchet rond (Xiang fu, C. rotundus) 430 mg, Fruits d’Aubépine (Shan zha, C. laevigata) 430 mg, Graines de Malt germé (Mai ya (Sheng), H. vulgare) 420 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752236975/3665346305959_Jia_wei_bao_he_wan_1f84e465c3.png,加味保和丸,#85839D,COMPOSITION POUR 6 GÉLULES (3 g),long,105925A,Gélule,
CJWBHWCP,"<SPAN STYLE=""FONT-SIZE:0.9EM"">JIA WEI <BR/>BAO HE WAN</SPAN>",Confort digestif,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"Déconseillé aux personnes sous traitement contre l’hypertension, consultez votre médecin ou pharmacien.

Déconseillé aux personnes sous traitement anticoagulants, consultez votre médecin ou pharmacien.

Peut contenir des traces de gluten.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Rhizome d'Atractylode préparée (Bai zhu (chao), A. macrocephala) 860 mg, Poria (Fu ling, P. cocos) 860 mg, Peau de Mandarine (Chen pi, C. reticulata) 860 mg, Citron à trois feuilles préparé (Zhi qiao (fu chao), C. aurantium) 860 mg, Souchet rond (Xiang fu, C. rotundus) 860 mg, Fruits d’Aubépine (Shan zha, C. laevigata) 860 mg, Graines de Malt germé (Mai ya (Sheng), H. vulgare) 840 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752236975/3665346305935_Jia_wei_bao_he_wan_100cp_f8dfcd4303.png,加味保和丸,#85839D,COMPOSITION POUR 6 GRAMMES,long,105925A,Poudre,
CJWZJW,"<SPAN STYLE=""FONT-SIZE:0.9EM"">JIA WEI <BR/>ZUO JIN WAN</SPAN>",Confort digestif,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"Consultez votre médecin ou votre pharmacien en cas d’usage concomitant d'anticoagulant, de traitement contre le diabète ou l'hypertension. Ne pas utiliser plus de 6 semaines sans avis médical.

Consultez votre médecin ou votre pharmacien en cas de traitement contre le diabète ou de traitement cardiaque. Déconseillé aux personnes présentant de troubles hépatiques.

Déconseillé en cas d’hypertension artérielle, de pathologies cardiaques ou rénales, d’insuffisance hépatique, et de tout trouble de l’équilibre hydro-électrolytique. Prendre conseil auprès d'un professionnel de la santé si vous suivez un traitement médicamenteux.

Déconseillé aux femmes enceintes et allaitantes.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire réservé à l'adulte de plus de 18 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée.","Extrait : Peau de Mandarine (Chen pi, C. reticulata) 300 mg, Zeste d'orange verte (Qing pi, C. reticulata) 300 mg, Pivoine blanche (Bai shao yao, P. lactiflora) 570 mg, Citron à trois feuilles préparé (Zhi qiao (fu chao), C. aurantium) 570 mg, Scutellaire (Huang qin, S. baicalensis) 230 mg, Racine de Buplèvre (Chai hu, B. chinense) 230 mg, Souchet rond (Xiang fu, C. rotundus) 230 mg, Angélique chinoise (Dang gui, A. sinensis) 230 mg, Réglisse (Gan cao, G. uralensis) 230 mg, Coptis (Huang Lian, C. teeta) 110 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752236913/3665346306451_Jia_wei_zuo_jin_wan_bb2e5d8536.png,加味左金丸,#85839D,COMPOSITION POUR 6 GÉLULES (3 g),court,106425A,Gélule,
CJWZJWCP,"<SPAN STYLE=""FONT-SIZE:0.9EM"">JIA WEI <BR/>ZUO JIN WAN</SPAN>",Confort digestif,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"Consultez votre médecin ou votre pharmacien en cas d’usage concomitant d'anticoagulant, de traitement contre le diabète ou l'hypertension. Ne pas utiliser plus de 6 semaines sans avis médical.

Consultez votre médecin ou votre pharmacien en cas de traitement contre le diabète ou de traitement cardiaque. Déconseillé aux personnes présentant de troubles hépatiques.

Déconseillé en cas d’hypertension artérielle, de pathologies cardiaques ou rénales, d’insuffisance hépatique, et de tout trouble de l’équilibre hydro-électrolytique. Prendre conseil auprès d'un professionnel de la santé si vous suivez un traitement médicamenteux.

Déconseillé aux femmes enceintes et allaitantes.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire réservé à l'adulte de plus de 18 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée.","Extrait : Peau de Mandarine (Chen pi, C. reticulata) 600 mg, Zeste d'orange verte (Qing pi, C. reticulata) 600 mg, Pivoine blanche (Bai shao yao, P. lactiflora) 1140 mg, Citron à trois feuilles préparé (Zhi qiao (fu chao), C. aurantium) 1140 mg, Scutellaire (Huang qin, S. baicalensis) 460 mg, Racine de Buplèvre (Chai hu, B. chinense) 460 mg, Souchet rond (Xiang fu, C. rotundus) 460 mg, Angélique chinoise (Dang gui, A. sinensis) 460 mg, Réglisse (Gan cao, G. uralensis) 460 mg, Coptis (Huang Lian, C. teeta) 220 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752236913/3665346306437_Jia_wei_zuo_jin_wan_100cp_58597b0418.png,加味左金丸,#85839D,COMPOSITION POUR 6 GRAMMES,court,106425A,Poudre,
CJBW,JIAN BU WAN,Confort articulaire,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"Déconseillé aux personnes sous traitement anticoagulants, consultez votre médecin ou pharmacien.

Déconseillé en cas d'allergie connue, en particulier avec le baume du Pérou.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire réservé à l'adulte de plus de 18 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Racine de Genou de taureau (Huai niu xi, A. bidentata) 510 mg, Angélique chinoise (Dang gui, A. sinensis) 470 mg, Pivoine blanche (Bai shao yao, P. lactiflora) 470 mg, Peau de Mandarine (Chen pi, C. reticulata) 470 mg, Atractylode lancée (Cang zhu, A. lancea) 470 mg, Racine de Rehmannia (Sheng di huang, R. glutinosa) 240 mg, Scutellaire (Huang qin, S. baicalensis) 240 mg, Tiges de Cannelle (Gui zhi, C. verum) 130 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752236839/3665346306550_Jian_bu_wan_05a869b1a1.png,健步丸,#B74938,COMPOSITION POUR 6 GÉLULES (3 g),long,106525A,Gélule,
CJBWCP,JIAN BU WAN,Confort articulaire,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"Déconseillé aux personnes sous traitement anticoagulants, consultez votre médecin ou pharmacien.

Déconseillé en cas d'allergie connue, en particulier avec le baume du Pérou.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire réservé à l'adulte de plus de 18 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Racine de Genou de taureau (Huai niu xi, A. bidentata) 1020 mg, Angélique chinoise (Dang gui, A. sinensis) 940 mg, Pivoine blanche (Bai shao yao, P. lactiflora) 940 mg, Peau de Mandarine (Chen pi, C. reticulata) 940 mg, Atractylode lancée (Cang zhu, A. lancea) 940 mg, Racine de Rehmannia (Sheng di huang, R. glutinosa) 480 mg, Scutellaire (Huang qin, S. baicalensis) 480 mg, Tiges de Cannelle (Gui zhi, C. verum) 260 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752236839/3665346306536_Jian_bu_wan_100cp_4059fef027.png,健步丸,#B74938,COMPOSITION POUR 6 GRAMMES,long,106525A,Poudre,
CJAZTW,JIAN ZHOU TONG WAN,Confort articulaire,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"Consultez votre médecin ou votre pharmacien en cas d’usage concomitant de traitement contre le diabète. Ne pas utiliser plus de 6 semaines sans avis médical.

Déconseillé en cas d’hypertension artérielle, de pathologies cardiaques ou rénales, d’insuffisance hépatique, et de tout trouble de l’équilibre hydro-électrolytique. Prendre conseil auprès d'un professionnel de la santé si vous suivez un traitement médicamenteux.

Déconseillé en cas d'allergie connue, en particulier avec le baume du Pérou.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire réservé à l'adulte de plus de 18 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Pivoine blanche (Bai shao yao, P. lactiflora) 770 mg, Tiges de Mûrier (Sang zhi, M. alba) 390 mg, Angélique biserrate (Du huo, A. pubescens) 230 mg, Tiges de Cannelle (Gui zhi, C. verum) 230 mg, Gentiane à grandes feuilles (Qin jiao, G. lutea) 230 mg, Angélique chinoise (Dang gui, A. sinensis) 230 mg, Livèche striée (Chuan xiong, L. striatum) 230 mg, Encens (Ru xiang, B. serrata) 230 mg, Angélique dahurienne (Bai zhi, A. dahurica) 230 mg, Réglisse (Gan cao, G. uralensis) 230 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752236704/3665346306956_Jian_zhou_tong_wan_786dae0c27.png,肩周痛丸,#B74938,COMPOSITION POUR 6 GÉLULES (3 g),court,106925A,Gélule,
CJAZTWCP,JIAN ZHOU TONG WAN,Confort articulaire,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"Consultez votre médecin ou votre pharmacien en cas d’usage concomitant de traitement contre le diabète. Ne pas utiliser plus de 6 semaines sans avis médical.

Déconseillé en cas d’hypertension artérielle, de pathologies cardiaques ou rénales, d’insuffisance hépatique, et de tout trouble de l’équilibre hydro-électrolytique. Prendre conseil auprès d'un professionnel de la santé si vous suivez un traitement médicamenteux.

Déconseillé en cas d'allergie connue, en particulier avec le baume du Pérou.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire réservé à l'adulte de plus de 18 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Ne pas utiliser en cas de grossesse ou d'allaitement.","Extrait : Pivoine blanche (Bai shao yao, P. lactiflora) 1540 mg, Tiges de Mûrier (Sang zhi, M. alba) 780 mg, Angélique biserrate (Du huo, A. pubescens) 460 mg, Tiges de Cannelle (Gui zhi, C. verum) 460 mg, Gentiane à grandes feuilles (Qin jiao, G. lutea) 460 mg, Angélique chinoise (Dang gui, A. sinensis) 460 mg, Livèche striée (Chuan xiong, L. striatum) 460 mg, Encens (Ru xiang, B. serrata) 460 mg, Angélique dahurienne (Bai zhi, A. dahurica) 460 mg, Réglisse (Gan cao, G. uralensis) 460 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752236704/3665346306932_Jian_zhou_tong_wan_100cp_7aa5a1d9aa.png,肩周痛丸,#B74938,COMPOSITION POUR 6 GRAMMES,court,106925A,Poudre,
CJYPP,JIANG YA PING PIAN,Equilibre de la tension,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737632452/100_gelules_36aa37fb40.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GÉLULES (3 g) ou selon l'avis de votre professionnel de la santé.,"Ne pas utiliser concomitamment avec des contraceptifs.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.","Extrait : Brunelle commune (Xia ku cao, P. vulgaris) 940 mg, Scutellaire (Huang qin, S. baicalensis) 940 mg, Camomille chinoise (Ju hua (hang), C. indicum) 560 mg, Sophora du Japon (Huai hua mi, S. japonicum) 560 mg. Excipient : maltodextrine. Gélules végétales en pullulan.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752230050/3665346323854_Jiang_ya_ping_pian_50_GL_88b67fee01.png,降压平片,#778A76,COMPOSITION POUR 6 GÉLULES (3 g),long,123825A,Gélule,
CJYPPCP,JIANG YA PING PIAN,Equilibre de la tension,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637425/100_grammes_33bcaa9898.png,https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1737637473/effet_eprouve_e3082c05b5.png,Dose journalière recommandée (DJR) de 6 GRAMMES ou selon l'avis de votre professionnel de la santé.,"Ne pas utiliser concomitamment avec des contraceptifs.

Sous réserve de les conserver au sec et à l'abri de la lumière et de l'humidité. Tenir hors de portée des enfants. Complément alimentaire déconseillé aux enfants de moins de 12 ans. L’utilisation de ce complément alimentaire ne doit pas se substituer à une alimentation diversifiée et à un mode de vie sain. Ne pas dépasser la dose journalière recommandée. Déconseillé aux femmes enceintes et allaitantes.","Extrait : Brunelle commune (Xia ku cao, P. vulgaris) 1880 mg, Scutellaire (Huang qin, S. baicalensis) 1880 mg, Camomille chinoise (Ju hua (hang), C. indicum) 1120 mg, Sophora du Japon (Huai hua mi, S. japonicum) 1120 mg. Excipient : maltodextrine.",https://res.cloudinary.com/laboratoire-calebasse/image/upload/v1752230050/3665346323830_Jiang_ya_ping_pian_100_CP_52980a69d5.png,降压平片,#778A76,COMPOSITION POUR 6 GRAMMES,long,123825A,Poudre,
